name,x1,x2,y1,y2,classname
1978.jpg,709,36,871,235,face_with_mask
1978.jpg,636,67,716,221,face_with_mask
1978.jpg,470,32,553,138,face_with_mask
1978.jpg,344,125,427,244,face_with_mask
4274.png,320,178,402,294,face_with_mask
5218.jpg,294,72,435,266,face_with_mask
4132.png,419,175,474,244,face_with_mask
4421.png,28,7,489,592,face_with_mask
3214.png,41,193,115,293,face_with_mask
3214.png,150,256,213,348,face_with_mask
3214.png,281,199,350,302,face_with_mask
3214.png,433,267,509,362,face_with_mask
3214.png,562,220,645,314,face_with_mask
3227.png,202,0,348,169,face_with_mask
4948.png,281,20,365,160,face_with_mask
3890.png,79,1,638,576,face_with_mask
2882.png,461,137,540,250,face_with_mask
4012.png,276,154,359,263,face_with_mask
4550.png,248,41,370,165,face_with_mask
4550.png,443,174,517,254,face_with_mask
4550.png,705,129,789,231,face_with_mask
4550.png,113,223,137,260,face_with_mask
6402.png,593,191,1240,765,face_with_mask
1946.jpg,208,66,294,166,face_with_mask
1946.jpg,209,13,318,150,face_with_mask
5624.jpg,734,427,2467,1984,face_with_mask
3717.png,93,3,455,410,face_with_mask
2166.png,256,123,419,315,face_with_mask
1984.jpg,835,93,989,270,face_with_mask
1984.jpg,10,2,288,267,face_with_mask
1919.jpg,111,279,424,648,face_with_mask
3013.png,148,31,256,158,face_with_mask
3391.png,266,49,524,335,face_with_mask
4224.png,41,103,520,554,face_with_mask
4224.png,39,102,515,554,face_with_mask
3132.png,206,112,267,185,face_with_mask
3715.png,14,1,619,379,face_with_mask
2783.png,248,7,418,204,face_with_mask
1989.jpg,461,184,585,325,face_with_mask
3954.png,125,78,204,169,face_with_mask
4645.png,1,17,55,110,face_with_mask
4645.png,106,13,164,102,face_with_mask
4645.png,223,46,282,128,face_with_mask
4556.png,332,169,400,248,face_with_mask
4556.png,408,167,468,238,face_with_mask
4556.png,535,173,602,258,face_with_mask
4556.png,547,62,609,128,face_with_mask
5452.jpg,732,90,1269,842,face_with_mask
4499.png,480,107,522,162,face_with_mask
4499.png,374,92,415,143,face_with_mask
4499.png,118,99,164,169,face_with_mask
3773.png,167,135,297,295,face_with_mask
3058.png,2,5,524,521,face_with_mask
5550.jpg,733,282,1854,1406,face_with_mask
1833.jpg,339,160,447,277,face_with_mask
1833.jpg,4,0,88,121,face_with_mask
2420.png,301,175,373,235,face_with_mask
2472.png,100,54,370,471,face_with_mask
3411.png,408,63,673,409,face_with_mask
3411.png,2,337,239,593,face_with_mask
3582.png,199,5,263,87,face_with_mask
3582.png,82,1,156,93,face_with_mask
5141.jpg,275,13,482,242,face_with_mask
5141.jpg,572,109,784,337,face_with_mask
4904.png,489,97,666,337,face_with_mask
3452.png,260,88,620,506,face_with_mask
4965.png,130,217,243,318,face_with_mask
4965.png,502,20,583,142,face_with_mask
2501.png,118,56,198,140,face_with_mask
2750.png,457,212,489,253,face_with_mask
2836.png,139,41,473,450,face_with_mask
4534.png,278,3,362,88,face_with_mask
2107.jpg,1308,575,1430,715,face_with_mask
4770.png,173,184,234,266,face_with_mask
4770.png,318,146,371,210,face_with_mask
3927.png,108,202,478,766,face_with_mask
2838.png,13,2,409,384,face_with_mask
3893.png,376,117,441,204,face_with_mask
3893.png,620,32,635,51,face_with_mask
3893.png,658,40,671,52,face_with_mask
3676.png,60,1,431,367,face_with_mask
4778.png,663,170,715,232,face_with_mask
4778.png,471,174,523,239,face_with_mask
4778.png,418,179,463,235,face_with_mask
4778.png,302,160,360,236,face_with_mask
4778.png,204,177,241,223,face_with_mask
4778.png,156,170,200,232,face_with_mask
4778.png,262,178,297,218,face_with_mask
4778.png,1,211,33,262,face_with_mask
5325.jpg,153,63,509,507,face_with_mask
2793.png,124,12,504,504,face_with_mask
1897.jpg,645,3,1002,346,face_with_mask
2503.png,68,4,439,416,face_with_mask
2503.png,522,199,585,269,face_with_mask
4428.png,367,32,552,290,face_with_mask
4811.png,672,435,727,513,face_with_mask
4811.png,455,357,522,447,face_with_mask
4351.png,250,10,578,509,face_with_mask
2867.png,167,5,228,81,face_with_mask
3498.png,90,57,396,456,face_with_mask
3206.png,88,5,696,622,face_with_mask
4735.png,140,28,346,325,face_with_mask
4813.png,172,50,359,273,face_with_mask
4813.png,415,158,595,352,face_with_mask
4813.png,740,172,944,400,face_with_mask
2371.png,606,335,679,410,face_with_mask
2371.png,238,364,303,431,face_with_mask
2371.png,432,382,473,435,face_with_mask
2490.png,84,155,382,576,face_with_mask
3760.png,255,1,649,477,face_with_mask
2975.png,103,15,599,618,face_with_mask
2288.png,257,70,368,209,face_with_mask
5069.jpg,229,0,497,315,face_with_mask
4588.png,295,28,431,218,face_with_mask
4588.png,641,88,770,261,face_with_mask
4269.png,133,8,565,603,face_with_mask
4862.png,239,27,394,236,face_with_mask
2172.png,157,1,592,505,face_with_mask
3322.png,189,6,504,434,face_with_mask
2905.png,104,46,444,583,face_with_mask
4314.png,447,25,606,259,face_with_mask
1804.jpg,112,113,262,307,face_with_mask
2297.png,383,52,582,306,face_with_mask
5175.jpg,842,263,1038,533,face_with_mask
5169.jpg,31,1,73,46,face_with_mask
5169.jpg,195,26,229,74,face_with_mask
5169.jpg,239,31,277,73,face_with_mask
3983.png,159,41,229,132,face_with_mask
3983.png,326,118,353,148,face_with_mask
3983.png,549,131,580,161,face_with_mask
3552.png,304,2,567,338,face_with_mask
3395.png,150,62,482,516,face_with_mask
3275.png,197,73,431,385,face_with_mask
2276.png,439,158,485,232,face_with_mask
5635.jpg,268,60,417,265,face_with_mask
4736.png,686,135,781,241,face_with_mask
4736.png,124,124,207,217,face_with_mask
4736.png,9,31,58,103,face_with_mask
2474.png,147,171,446,513,face_with_mask
2187.png,349,15,588,332,face_with_mask
3185.png,451,109,512,184,face_with_mask
3185.png,178,188,206,224,face_with_mask
5237.jpg,853,233,1005,443,face_with_mask
2070.jpg,306,180,610,561,face_with_mask
4771.png,285,228,355,312,face_with_mask
4941.png,278,170,367,259,face_with_mask
2585.png,191,28,281,151,face_with_mask
3241.png,51,37,231,286,face_with_mask
3241.png,250,28,410,264,face_with_mask
3364.png,384,198,479,294,face_with_mask
4490.png,122,5,636,608,face_with_mask
4129.png,137,60,216,159,face_with_mask
4129.png,33,97,105,177,face_with_mask
4129.png,207,117,266,185,face_with_mask
3902.png,625,5,834,230,face_with_mask
3902.png,485,164,599,285,face_with_mask
3130.png,127,9,305,195,face_with_mask
2339.png,197,31,527,518,face_with_mask
3813.png,278,190,355,302,face_with_mask
4202.png,284,342,377,452,face_with_mask
2298.png,257,107,394,271,face_with_mask
2298.png,578,49,647,178,face_with_mask
2298.png,466,133,552,233,face_with_mask
2298.png,0,209,67,315,face_with_mask
2476.png,220,34,435,317,face_with_mask
2258.png,290,220,338,289,face_with_mask
2258.png,182,254,213,296,face_with_mask
3967.png,143,27,291,216,face_with_mask
4282.png,178,55,419,404,face_with_mask
2779.png,380,164,456,255,face_with_mask
3956.png,252,0,526,389,face_with_mask
4171.png,197,81,265,166,face_with_mask
4171.png,341,62,413,151,face_with_mask
4171.png,41,67,157,187,face_with_mask
4800.png,228,7,511,353,face_with_mask
2509.png,1,3,436,617,face_with_mask
4316.png,100,9,605,538,face_with_mask
1913.jpg,845,142,1395,872,face_with_mask
2927.png,106,243,140,291,face_with_mask
1889.jpg,1091,392,2124,1754,face_with_mask
4785.png,95,9,406,409,face_with_mask
3065.png,224,30,372,177,face_with_mask
3285.png,134,16,497,499,face_with_mask
3474.png,341,187,393,252,face_with_mask
3474.png,115,231,168,292,face_with_mask
2809.png,199,198,411,429,face_with_mask
2021.jpg,459,36,662,293,face_with_mask
2281.png,268,6,327,84,face_with_mask
2338.png,234,2,463,313,face_with_mask
3441.png,197,6,328,133,face_with_mask
4233.png,827,70,1113,408,face_with_mask
4233.png,21,26,344,390,face_with_mask
4161.png,181,19,384,323,face_with_mask
4207.png,245,71,318,178,face_with_mask
4207.png,83,21,166,144,face_with_mask
4207.png,392,108,461,198,face_with_mask
4207.png,290,43,342,118,face_with_mask
4207.png,167,19,238,115,face_with_mask
4318.png,203,6,500,374,face_with_mask
3594.png,404,14,485,120,face_with_mask
3594.png,138,89,206,184,face_with_mask
3594.png,738,53,768,154,face_with_mask
2884.png,192,53,358,296,face_with_mask
4328.png,342,57,508,281,face_with_mask
3731.png,116,80,219,202,face_with_mask
2286.png,308,130,390,244,face_with_mask
2286.png,543,40,644,183,face_with_mask
2286.png,678,161,737,225,face_with_mask
2286.png,384,115,435,186,face_with_mask
2286.png,436,156,494,250,face_with_mask
1805.jpg,728,180,853,336,face_with_mask
4367.png,225,7,685,481,face_with_mask
4239.png,305,15,711,646,face_with_mask
4849.png,246,58,308,139,face_with_mask
5413.jpg,138,4,597,607,face_with_mask
4481.png,393,111,469,216,face_with_mask
4481.png,72,120,148,226,face_with_mask
4401.png,223,111,314,209,face_with_mask
3030.png,103,24,241,175,face_with_mask
3030.png,388,106,461,211,face_with_mask
3030.png,464,101,565,235,face_with_mask
3747.png,197,4,519,402,face_with_mask
3747.png,88,282,350,640,face_with_mask
2797.png,89,5,159,88,face_with_mask
2797.png,308,53,358,121,face_with_mask
4501.png,401,59,599,332,face_with_mask
5170.jpg,295,102,465,335,face_with_mask
5666.jpg,162,26,273,163,face_with_mask
5666.jpg,420,5,531,89,face_with_mask
3953.png,451,174,497,239,face_with_mask
3953.png,346,191,389,254,face_with_mask
3953.png,210,181,251,227,face_with_mask
2661.png,15,0,380,400,face_with_mask
4235.png,80,29,428,546,face_with_mask
3459.png,647,2,866,298,face_with_mask
3459.png,25,1,233,243,face_with_mask
4029.png,132,45,488,551,face_with_mask
3790.png,495,120,559,203,face_with_mask
3790.png,332,161,405,235,face_with_mask
3790.png,185,122,251,199,face_with_mask
4945.png,373,38,461,137,face_with_mask
3698.png,330,118,451,255,face_with_mask
3698.png,9,2,167,190,face_with_mask
3698.png,599,143,680,243,face_with_mask
3698.png,473,113,552,217,face_with_mask
3794.png,225,0,569,475,face_with_mask
3151.png,72,99,449,619,face_with_mask
4812.png,362,61,449,168,face_with_mask
4324.png,385,151,462,269,face_with_mask
4422.png,354,43,624,399,face_with_mask
2108.jpg,467,298,681,586,face_with_mask
2765.png,169,77,496,437,face_with_mask
2765.png,941,3,1071,182,face_with_mask
3536.png,193,3,468,329,face_with_mask
2946.png,14,76,78,162,face_with_mask
2946.png,162,73,238,169,face_with_mask
2946.png,281,6,362,125,face_with_mask
2946.png,460,93,523,187,face_with_mask
5201.jpg,3574,991,4021,1529,face_with_mask
2413.png,113,3,562,493,face_with_mask
2701.png,128,0,579,579,face_with_mask
4766.png,341,307,391,372,face_with_mask
4766.png,578,386,621,466,face_with_mask
4766.png,592,0,714,90,face_with_mask
4766.png,50,306,104,372,face_with_mask
4766.png,0,427,21,493,face_with_mask
2691.png,375,182,422,243,face_with_mask
4543.png,50,0,399,613,face_with_mask
3507.png,192,54,606,587,face_with_mask
4711.png,294,49,460,239,face_with_mask
4711.png,719,64,852,212,face_with_mask
4194.png,531,30,629,173,face_with_mask
2341.png,134,5,305,181,face_with_mask
4037.png,3,2,405,443,face_with_mask
3771.png,73,0,326,317,face_with_mask
3642.png,571,134,740,345,face_with_mask
3642.png,282,170,436,374,face_with_mask
3642.png,69,191,275,455,face_with_mask
3642.png,970,71,1129,369,face_with_mask
3642.png,58,125,146,232,face_with_mask
3716.png,264,34,682,557,face_with_mask
4709.png,274,51,350,175,face_with_mask
4709.png,336,26,481,215,face_with_mask
4709.png,617,136,713,270,face_with_mask
3135.png,319,4,744,616,face_with_mask
2824.png,41,62,125,187,face_with_mask
2824.png,405,65,462,137,face_with_mask
2824.png,579,13,686,164,face_with_mask
5492.jpg,474,181,888,610,face_with_mask
3075.png,55,86,193,195,face_with_mask
4302.png,131,132,199,224,face_with_mask
2647.png,51,8,396,426,face_with_mask
2647.png,378,45,690,495,face_with_mask
2525.png,175,42,524,485,face_with_mask
2085.jpg,578,98,1006,582,face_with_mask
4625.png,459,85,509,144,face_with_mask
4625.png,283,89,343,154,face_with_mask
4625.png,641,97,692,160,face_with_mask
3824.png,368,177,496,367,face_with_mask
3824.png,203,106,363,359,face_with_mask
3944.png,305,84,396,190,face_with_mask
4345.png,357,14,974,694,face_with_mask
3709.png,453,243,629,439,face_with_mask
3339.png,156,3,484,505,face_with_mask
5139.jpeg,222,97,409,348,face_with_mask
5139.jpeg,522,194,788,537,face_with_mask
5139.jpeg,864,3,1034,209,face_with_mask
5139.jpeg,110,8,228,152,face_with_mask
2385.png,139,104,393,506,face_with_mask
2265.png,144,6,604,599,face_with_mask
2090.jpg,327,60,480,236,face_with_mask
2271.png,120,7,433,321,face_with_mask
3585.png,288,35,393,159,face_with_mask
4541.png,89,10,495,496,face_with_mask
1914.jpg,601,322,780,582,face_with_mask
1914.jpg,62,201,158,325,face_with_mask
1914.jpg,416,193,486,284,face_with_mask
1914.jpg,34,37,110,143,face_with_mask
1914.jpg,299,177,380,255,face_with_mask
1914.jpg,186,22,255,96,face_with_mask
1914.jpg,129,312,235,422,face_with_mask
1914.jpg,231,322,368,502,face_with_mask
1914.jpg,556,31,617,100,face_with_mask
1914.jpg,636,38,687,99,face_with_mask
1914.jpg,144,133,187,193,face_with_mask
1914.jpg,309,0,373,61,face_with_mask
1914.jpg,447,132,497,189,face_with_mask
1914.jpg,731,42,771,83,face_with_mask
3554.png,234,55,490,414,face_with_mask
4741.png,213,218,293,315,face_with_mask
4728.png,1,151,68,239,face_with_mask
4728.png,178,35,282,159,face_with_mask
4728.png,633,175,706,241,face_with_mask
4728.png,455,174,490,222,face_with_mask
4728.png,540,153,582,206,face_with_mask
2468.png,49,53,278,343,face_with_mask
2468.png,472,88,630,282,face_with_mask
4580.png,57,51,111,129,face_with_mask
4580.png,185,47,248,135,face_with_mask
4580.png,315,50,364,117,face_with_mask
4580.png,434,70,482,143,face_with_mask
5426.jpg,152,174,558,693,face_with_mask
4157.png,242,89,528,432,face_with_mask
2796.png,237,30,363,210,face_with_mask
3782.png,431,15,573,192,face_with_mask
4080.png,91,4,259,215,face_with_mask
5106.jpg,408,2,682,240,face_with_mask
3550.png,221,61,540,476,face_with_mask
5736.jpg,210,129,559,481,face_with_mask
4972.png,41,48,288,368,face_with_mask
4703.png,302,55,471,275,face_with_mask
4703.png,19,30,204,268,face_with_mask
3487.png,81,59,564,653,face_with_mask
4826.png,1063,144,1177,361,face_with_mask
4826.png,925,98,1056,252,face_with_mask
4826.png,800,113,898,206,face_with_mask
4826.png,541,42,596,116,face_with_mask
4826.png,413,49,450,99,face_with_mask
4826.png,279,107,346,180,face_with_mask
4826.png,155,123,240,213,face_with_mask
4826.png,0,156,31,290,face_with_mask
4285.png,109,8,675,538,face_with_mask
4072.png,105,3,245,179,face_with_mask
2459.png,42,248,423,766,face_with_mask
5262.jpg,319,78,560,366,face_with_mask
2739.png,298,10,446,209,face_with_mask
2739.png,451,79,532,209,face_with_mask
2739.png,648,56,685,170,face_with_mask
2739.png,548,0,599,47,face_with_mask
2739.png,483,3,530,55,face_with_mask
2739.png,224,0,273,52,face_with_mask
2739.png,172,16,218,83,face_with_mask
2739.png,108,1,154,53,face_with_mask
2739.png,56,22,101,95,face_with_mask
4359.png,299,116,382,221,face_with_mask
5199.jpg,1689,273,2554,1255,face_with_mask
3500.png,224,3,401,218,face_with_mask
2229.png,538,63,584,126,face_with_mask
2229.png,670,104,718,162,face_with_mask
3563.png,124,7,366,242,face_with_mask
3930.png,38,6,549,558,face_with_mask
3221.png,266,112,328,194,face_with_mask
2174.png,238,33,469,374,face_with_mask
3769.png,322,189,382,258,face_with_mask
1933.jpg,928,479,1377,1003,face_with_mask
1933.jpg,307,309,783,888,face_with_mask
3819.png,269,0,421,109,face_with_mask
4837.png,181,31,548,582,face_with_mask
1893.jpg,542,270,728,473,face_with_mask
1893.jpg,516,212,723,449,face_with_mask
1999.jpg,1219,380,1425,675,face_with_mask
3366.png,140,319,173,357,face_with_mask
4765.png,285,99,417,273,face_with_mask
3488.png,24,12,402,476,face_with_mask
3577.png,185,10,288,135,face_with_mask
5138.jpg,476,156,874,632,face_with_mask
2350.png,183,149,496,553,face_with_mask
3948.png,127,170,352,516,face_with_mask
3948.png,0,171,133,364,face_with_mask
3948.png,381,69,441,151,face_with_mask
3948.png,293,74,367,171,face_with_mask
4910.png,255,193,368,330,face_with_mask
4981.png,267,158,412,372,face_with_mask
5211.jpg,188,50,273,154,face_with_mask
1835.jpg,656,78,764,211,face_with_mask
1835.jpg,383,140,494,289,face_with_mask
1835.jpg,754,130,807,192,face_with_mask
1835.jpg,838,172,879,220,face_with_mask
1835.jpg,910,143,952,194,face_with_mask
1835.jpg,491,135,549,204,face_with_mask
2801.png,309,10,528,218,face_with_mask
3901.png,173,67,334,275,face_with_mask
3901.png,0,0,48,234,face_with_mask
3901.png,425,101,470,179,face_with_mask
5344.jpg,498,38,812,500,face_with_mask
4150.png,174,163,270,289,face_with_mask
4150.png,469,165,566,282,face_with_mask
3706.png,16,4,462,458,face_with_mask
3718.png,537,71,685,256,face_with_mask
2168.png,321,114,535,385,face_with_mask
2601.png,112,5,392,366,face_with_mask
3767.png,315,131,392,245,face_with_mask
4824.png,598,155,691,292,face_with_mask
4014.png,134,71,334,343,face_with_mask
4448.png,311,24,414,170,face_with_mask
3949.png,192,3,644,604,face_with_mask
3182.png,146,127,587,605,face_with_mask
2843.png,251,5,481,346,face_with_mask
3662.png,52,1,638,621,face_with_mask
4295.png,22,66,516,665,face_with_mask
2778.png,82,1,437,499,face_with_mask
3749.png,158,1,605,425,face_with_mask
5135.png,127,39,177,107,face_with_mask
5135.png,245,11,308,102,face_with_mask
4430.png,206,255,254,311,face_with_mask
2133.jpg,1496,560,2158,1440,face_with_mask
2133.jpg,2253,128,3102,1113,face_with_mask
5230.jpg,1025,131,1199,350,face_with_mask
5223.jpg,162,309,602,975,face_with_mask
4551.png,239,20,461,313,face_with_mask
4551.png,45,50,255,304,face_with_mask
2008.jpg,137,111,250,248,face_with_mask
4277.png,409,36,565,209,face_with_mask
4277.png,137,135,411,451,face_with_mask
4861.png,226,103,322,225,face_with_mask
2731.png,111,5,219,173,face_with_mask
2947.png,117,52,271,224,face_with_mask
5151.jpg,306,123,340,164,face_with_mask
5151.jpg,412,156,432,185,face_with_mask
5151.jpg,536,36,583,94,face_with_mask
2799.png,772,10,941,245,face_with_mask
2799.png,505,37,563,175,face_with_mask
4923.png,360,34,682,426,face_with_mask
4923.png,29,236,331,573,face_with_mask
3223.png,126,35,399,407,face_with_mask
3630.png,167,54,479,479,face_with_mask
2106.jpg,542,633,777,914,face_with_mask
3627.png,124,50,362,344,face_with_mask
4242.png,290,65,372,171,face_with_mask
3879.png,120,58,327,313,face_with_mask
3469.png,513,133,590,245,face_with_mask
3469.png,380,108,482,226,face_with_mask
3469.png,183,1,326,149,face_with_mask
3469.png,751,256,965,477,face_with_mask
3469.png,679,179,752,274,face_with_mask
4488.png,353,62,695,616,face_with_mask
2497.png,533,8,711,239,face_with_mask
2497.png,773,108,928,313,face_with_mask
3479.png,194,0,510,426,face_with_mask
2664.png,131,8,549,588,face_with_mask
5042.jpg,272,49,418,241,face_with_mask
3353.png,426,27,502,140,face_with_mask
3353.png,297,49,373,157,face_with_mask
3415.png,393,55,473,189,face_with_mask
3415.png,200,64,282,176,face_with_mask
3415.png,103,81,174,179,face_with_mask
3415.png,27,82,88,152,face_with_mask
3415.png,276,71,316,136,face_with_mask
3415.png,360,67,389,134,face_with_mask
3415.png,174,81,197,124,face_with_mask
3415.png,13,51,52,99,face_with_mask
5625.jpg,251,154,472,417,face_with_mask
2184.png,359,39,459,162,face_with_mask
4480.png,221,80,415,333,face_with_mask
2483.png,0,1,298,506,face_with_mask
5220.jpg,189,8,351,214,face_with_mask
3631.png,100,5,558,548,face_with_mask
3069.png,59,145,346,561,face_with_mask
4984.png,115,91,301,375,face_with_mask
2165.png,54,51,367,438,face_with_mask
2899.png,108,96,378,478,face_with_mask
4842.png,153,0,725,627,face_with_mask
4427.png,191,8,719,655,face_with_mask
4387.png,37,54,447,576,face_with_mask
4022.png,393,0,614,242,face_with_mask
4022.png,27,199,278,491,face_with_mask
2982.png,240,2,1011,698,face_with_mask
3733.png,542,183,623,286,face_with_mask
3733.png,223,61,294,150,face_with_mask
3733.png,443,123,497,202,face_with_mask
3733.png,369,186,458,304,face_with_mask
3733.png,108,163,137,195,face_with_mask
2606.png,271,83,437,353,face_with_mask
2909.png,1,1,461,574,face_with_mask
2909.png,398,114,610,417,face_with_mask
2188.png,173,115,370,368,face_with_mask
3638.png,393,26,483,146,face_with_mask
2072.jpg,1106,928,2481,2398,face_with_mask
4074.png,388,28,423,71,face_with_mask
4074.png,253,30,293,81,face_with_mask
4074.png,28,51,73,103,face_with_mask
4074.png,215,59,247,106,face_with_mask
4820.png,179,35,275,182,face_with_mask
2263.png,69,15,344,448,face_with_mask
4327.png,152,28,375,352,face_with_mask
4169.png,237,10,499,370,face_with_mask
3933.png,414,236,477,319,face_with_mask
3933.png,290,69,391,192,face_with_mask
4267.png,414,46,487,137,face_with_mask
5126.jpg,140,52,343,285,face_with_mask
3274.png,166,2,545,484,face_with_mask
4909.png,173,59,499,487,face_with_mask
3382.png,124,6,431,380,face_with_mask
4112.png,84,13,586,621,face_with_mask
2117.jpg,495,101,1472,1069,face_with_mask
2117.jpg,2479,634,3074,1429,face_with_mask
2742.png,393,93,536,295,face_with_mask
2742.png,196,226,235,276,face_with_mask
1940.jpg,1181,310,1456,657,face_with_mask
1940.jpg,1541,541,1757,782,face_with_mask
2419.png,184,315,214,351,face_with_mask
2419.png,217,292,243,323,face_with_mask
2419.png,252,290,274,320,face_with_mask
2419.png,337,285,358,311,face_with_mask
2419.png,89,285,117,317,face_with_mask
2419.png,138,260,160,287,face_with_mask
2419.png,1,308,22,347,face_with_mask
2419.png,374,376,441,456,face_with_mask
3804.png,126,242,409,625,face_with_mask
4417.png,26,8,805,574,face_with_mask
3873.png,124,4,410,353,face_with_mask
3973.png,113,40,402,461,face_with_mask
4010.png,410,150,466,213,face_with_mask
4010.png,270,122,325,186,face_with_mask
4010.png,17,65,78,145,face_with_mask
4010.png,320,114,373,179,face_with_mask
4579.png,59,47,234,300,face_with_mask
4579.png,217,31,383,252,face_with_mask
3871.png,172,113,478,525,face_with_mask
2837.png,102,86,420,539,face_with_mask
2131.jpg,118,66,232,187,face_with_mask
3260.png,339,14,436,147,face_with_mask
4414.png,89,17,456,569,face_with_mask
2972.png,102,78,468,625,face_with_mask
5369.jpeg,245,142,431,338,face_with_mask
2612.png,510,88,612,235,face_with_mask
3968.png,830,103,989,305,face_with_mask
3429.png,177,13,542,452,face_with_mask
3976.png,202,106,258,180,face_with_mask
3976.png,11,59,117,196,face_with_mask
3976.png,99,63,168,172,face_with_mask
3976.png,344,115,392,184,face_with_mask
3128.png,379,112,524,323,face_with_mask
3128.png,684,53,802,222,face_with_mask
3128.png,326,22,426,152,face_with_mask
3128.png,560,22,636,135,face_with_mask
4245.png,244,158,335,306,face_with_mask
2929.png,311,34,388,148,face_with_mask
3108.png,76,6,394,317,face_with_mask
3761.png,111,3,393,374,face_with_mask
3761.png,479,235,716,564,face_with_mask
3761.png,250,244,471,564,face_with_mask
4521.png,321,139,402,231,face_with_mask
3707.png,500,11,643,218,face_with_mask
5326.jpg,161,9,543,558,face_with_mask
5200.jpg,365,152,510,342,face_with_mask
1837.jpg,374,71,568,328,face_with_mask
1837.jpg,870,17,1008,288,face_with_mask
1837.jpg,182,160,320,318,face_with_mask
2470.png,60,42,614,488,face_with_mask
2802.png,314,7,422,162,face_with_mask
2802.png,206,110,325,272,face_with_mask
2802.png,0,97,126,282,face_with_mask
2802.png,0,267,177,533,face_with_mask
2802.png,152,296,285,524,face_with_mask
2802.png,469,119,515,309,face_with_mask
3357.png,268,45,417,230,face_with_mask
2893.png,64,6,747,511,face_with_mask
2014.jpg,683,431,968,717,face_with_mask
1873.png,717,180,1266,813,face_with_mask
4587.png,197,178,240,239,face_with_mask
4587.png,588,134,655,212,face_with_mask
4330.png,416,115,479,181,face_with_mask
1988.jpg,1081,148,1462,608,face_with_mask
5057.jpg,904,94,1532,823,face_with_mask
3471.png,586,73,664,192,face_with_mask
3471.png,198,138,269,225,face_with_mask
3471.png,464,134,535,215,face_with_mask
4908.png,417,22,599,243,face_with_mask
4462.png,278,23,342,103,face_with_mask
4462.png,414,100,473,174,face_with_mask
4881.png,147,9,579,582,face_with_mask
4322.png,279,108,357,211,face_with_mask
3289.png,197,30,545,530,face_with_mask
2013.jpg,364,75,504,263,face_with_mask
4619.png,364,71,508,274,face_with_mask
2440.png,346,94,480,241,face_with_mask
2440.png,655,119,883,354,face_with_mask
2807.png,238,3,350,155,face_with_mask
4021.png,363,4,514,198,face_with_mask
2594.png,54,9,446,394,face_with_mask
3670.png,312,29,523,305,face_with_mask
5123.jpg,155,200,366,471,face_with_mask
4715.png,388,2,575,205,face_with_mask
3193.png,3,103,267,446,face_with_mask
2805.png,418,24,560,216,face_with_mask
2666.png,422,212,491,304,face_with_mask
2666.png,643,210,699,284,face_with_mask
2666.png,751,202,829,299,face_with_mask
2666.png,218,453,267,518,face_with_mask
2666.png,353,374,453,527,face_with_mask
2666.png,647,356,824,546,face_with_mask
2372.png,287,71,342,145,face_with_mask
1959.jpg,313,206,955,958,face_with_mask
2389.png,208,49,446,395,face_with_mask
3978.png,364,179,536,435,face_with_mask
3978.png,2,69,67,184,face_with_mask
3978.png,96,54,142,141,face_with_mask
3978.png,132,23,171,83,face_with_mask
5188.jpg,2268,520,3138,1709,face_with_mask
3269.png,173,0,395,249,face_with_mask
4985.png,308,225,366,310,face_with_mask
4603.png,53,51,242,334,face_with_mask
4603.png,244,69,422,328,face_with_mask
2578.png,222,12,715,633,face_with_mask
4024.png,287,24,519,354,face_with_mask
4024.png,47,44,232,319,face_with_mask
3306.png,581,7,697,157,face_with_mask
5070.jpg,55,0,369,463,face_with_mask
5070.jpg,375,122,698,564,face_with_mask
4831.png,765,53,1005,290,face_with_mask
4986.png,324,47,438,189,face_with_mask
2128.jpg,382,107,498,231,face_with_mask
2128.jpg,547,62,681,240,face_with_mask
2128.jpg,758,25,901,226,face_with_mask
4353.png,370,1,529,143,face_with_mask
2356.png,266,14,361,142,face_with_mask
3325.png,157,75,466,467,face_with_mask
4452.png,208,23,307,164,face_with_mask
3335.png,235,35,441,323,face_with_mask
2230.png,328,344,384,402,face_with_mask
2230.png,179,341,234,420,face_with_mask
5072.jpg,555,27,775,298,face_with_mask
2026.jpg,61,2,236,203,face_with_mask
2026.jpg,448,0,581,134,face_with_mask
4697.png,398,114,518,259,face_with_mask
4697.png,338,111,405,224,face_with_mask
4697.png,243,111,318,204,face_with_mask
4697.png,115,96,191,196,face_with_mask
4697.png,56,98,105,181,face_with_mask
4697.png,0,74,59,189,face_with_mask
1867.jpg,2548,1232,3295,2261,face_with_mask
2690.png,323,4,400,95,face_with_mask
3764.png,3,4,466,492,face_with_mask
4085.png,119,154,196,254,face_with_mask
4085.png,0,50,25,123,face_with_mask
4455.png,181,47,291,220,face_with_mask
4455.png,342,82,464,264,face_with_mask
4455.png,18,79,142,244,face_with_mask
3407.png,498,114,545,168,face_with_mask
3407.png,185,108,232,169,face_with_mask
4810.png,249,141,454,364,face_with_mask
4106.png,481,116,557,206,face_with_mask
4106.png,242,115,323,208,face_with_mask
4106.png,361,167,413,235,face_with_mask
4106.png,13,86,88,181,face_with_mask
4106.png,575,143,625,214,face_with_mask
5097.jpg,185,46,298,165,face_with_mask
5097.jpg,311,226,405,358,face_with_mask
5097.jpg,487,206,562,293,face_with_mask
5097.jpg,877,412,983,524,face_with_mask
5097.jpg,791,46,915,217,face_with_mask
