,name,x1,x2,y1,y2,classname
4461,3811.png,438,217,466,274,face_with_mask
4462,3811.png,431,212,468,273,face_with_mask
4463,3811.png,406,277,471,364,face_with_mask
4468,3992.png,187,35,572,541,face_with_mask
4470,2221.png,284,262,362,368,face_with_mask
4479,6392.jpg,0,100,55,293,face_with_mask
4480,6392.jpg,241,147,316,253,face_with_mask
4481,6392.jpg,506,130,634,329,face_with_mask
4484,4559.png,163,8,658,428,face_with_mask
4499,4076.png,471,57,526,139,face_with_mask
4500,4076.png,628,93,694,170,face_with_mask
4501,4076.png,312,48,372,117,face_with_mask
4507,2563.png,66,92,206,263,face_with_mask
4508,2563.png,276,169,406,333,face_with_mask
4509,2563.png,410,142,508,273,face_with_mask
4514,3876.png,375,4,742,490,face_with_mask
4516,4075.png,228,20,576,448,face_with_mask
4518,2709.png,239,143,329,249,face_with_mask
4520,3530.png,106,98,549,589,face_with_mask
4523,4411.png,276,8,439,242,face_with_mask
4526,4411.png,152,158,243,254,face_with_mask
4527,4950.png,125,145,214,244,face_with_mask
4531,4309.png,30,4,484,482,face_with_mask
4534,4781.png,182,314,393,576,face_with_mask
4535,4781.png,377,30,621,390,face_with_mask
4541,4310.png,46,8,420,381,face_with_mask
4544,3324.png,91,5,612,566,face_with_mask
4552,3849.png,269,82,488,334,face_with_mask
4562,2998.png,248,214,409,428,face_with_mask
4564,2998.png,647,330,684,374,face_with_mask
4567,2727.png,229,35,506,352,face_with_mask
4574,3323.png,172,8,441,396,face_with_mask
4576,4361.png,184,52,455,380,face_with_mask
4577,4361.png,0,148,174,417,face_with_mask
4582,3105.png,71,58,404,594,face_with_mask
4584,4154.png,141,26,433,415,face_with_mask
4586,4135.png,95,87,240,266,face_with_mask
4589,4540.png,296,25,530,511,face_with_mask
4595,3643.png,843,191,1144,536,face_with_mask
4596,3643.png,3,0,253,348,face_with_mask
4600,1850.jpg,267,243,494,526,face_with_mask
4601,1850.jpg,4,24,186,338,face_with_mask
4607,5185.jpg,825,98,977,294,face_with_mask
4608,5185.jpg,388,171,539,393,face_with_mask
4609,5185.jpg,388,0,526,182,face_with_mask
4610,5185.jpg,269,7,405,196,face_with_mask
4611,5185.jpg,516,47,596,200,face_with_mask
4619,3107.png,230,9,543,411,face_with_mask
4621,5158.jpg,219,10,562,390,face_with_mask
4624,4492.png,173,69,408,387,face_with_mask
4640,3246.png,96,172,173,258,face_with_mask
4641,3246.png,340,141,397,205,face_with_mask
4642,3246.png,227,233,281,297,face_with_mask
4643,3246.png,110,271,182,344,face_with_mask
4649,3246.png,413,150,458,186,face_with_mask
4652,2551.png,239,4,631,388,face_with_mask
4656,4465.png,850,9,1244,442,face_with_mask
4659,2938.png,327,31,555,318,face_with_mask
4660,2938.png,150,156,332,360,face_with_mask
4663,4049.png,439,51,600,261,face_with_mask
4671,2675.png,336,50,415,156,face_with_mask
4676,3619.png,50,1,675,613,face_with_mask
4681,4748.png,156,102,461,378,face_with_mask
4687,5441.jpg,359,115,639,509,face_with_mask
4688,3580.png,367,182,487,294,face_with_mask
4691,4399.png,145,136,231,230,face_with_mask
4697,3420.png,132,171,217,272,face_with_mask
4698,3420.png,250,111,326,203,face_with_mask
4699,3420.png,335,159,416,260,face_with_mask
4700,3420.png,439,112,510,206,face_with_mask
4701,3420.png,533,187,616,297,face_with_mask
4708,3420.png,148,124,215,199,face_with_mask
4713,4764.png,415,80,511,229,face_with_mask
4714,4764.png,174,98,301,224,face_with_mask
4721,2541.png,80,126,337,453,face_with_mask
4722,2541.png,350,126,589,445,face_with_mask
4727,4288.png,104,7,514,463,face_with_mask
4729,2744.png,0,30,286,510,face_with_mask
4730,2744.png,538,150,624,266,face_with_mask
4747,5582.jpg,7,111,993,1179,face_with_mask
4748,3492.png,25,92,339,464,face_with_mask
4750,4138.png,241,121,340,270,face_with_mask
4752,3834.png,94,6,704,541,face_with_mask
4755,4816.png,422,45,534,166,face_with_mask
4757,4537.png,220,217,289,285,face_with_mask
4762,5244.jpg,309,112,402,246,face_with_mask
4768,1852.jpg,976,273,1349,699,face_with_mask
4771,3789.png,142,22,395,355,face_with_mask
4780,2586.png,3,1,659,609,face_with_mask
4783,4830.png,190,12,546,504,face_with_mask
4785,4933.png,100,124,203,229,face_with_mask
4787,4332.png,40,51,489,577,face_with_mask
4789,3362.png,534,97,621,201,face_with_mask
4790,3362.png,243,154,315,246,face_with_mask
4794,2941.png,345,270,400,344,face_with_mask
4795,2941.png,459,303,502,369,face_with_mask
4800,2941.png,257,274,292,315,face_with_mask
4801,2941.png,70,278,102,321,face_with_mask
4803,4809.png,209,58,295,166,face_with_mask
4806,5594.jpg,729,49,1480,1178,face_with_mask
4812,3512.png,276,228,391,364,face_with_mask
4818,3512.png,3,82,66,258,face_with_mask
4819,3512.png,320,119,382,219,face_with_mask
4821,4115.png,254,1,491,294,face_with_mask
4823,4115.png,570,87,734,315,face_with_mask
4826,2720.png,266,26,494,319,face_with_mask
4828,3280.png,185,0,960,682,face_with_mask
4830,3280.png,47,229,163,361,face_with_mask
4832,2504.png,339,165,533,321,face_with_mask
4834,2387.png,188,80,522,550,face_with_mask
4839,2615.png,8,31,223,308,face_with_mask
4842,2615.png,383,94,495,276,face_with_mask
4846,4237.png,72,0,576,597,face_with_mask
4860,4007.png,276,178,568,576,face_with_mask
4862,4181.png,78,1,658,556,face_with_mask
4865,5187.jpg,2190,260,3041,1303,face_with_mask
4868,3986.png,81,27,322,416,face_with_mask
4869,3986.png,303,158,441,348,face_with_mask
4887,2455.png,95,8,430,470,face_with_mask
4892,3982.png,183,0,307,159,face_with_mask
4894,3982.png,537,21,605,119,face_with_mask
4898,3882.png,89,61,348,369,face_with_mask
4901,3862.png,558,159,657,287,face_with_mask
4902,3862.png,304,110,444,287,face_with_mask
4909,3808.png,142,4,463,409,face_with_mask
4913,4300.png,359,162,462,300,face_with_mask
4914,4300.png,668,5,802,154,face_with_mask
4919,2907.png,294,92,456,314,face_with_mask
4923,2435.png,172,94,373,279,face_with_mask
4926,4570.png,478,18,620,202,face_with_mask
4930,4570.png,134,120,364,408,face_with_mask
4933,4577.png,133,25,402,373,face_with_mask
4935,2724.png,207,6,378,242,face_with_mask
4938,3217.png,421,20,473,92,face_with_mask
4944,3217.png,132,30,231,157,face_with_mask
4946,4682.png,58,104,129,182,face_with_mask
4947,4682.png,204,121,270,196,face_with_mask
4948,4682.png,342,137,401,196,face_with_mask
4949,4682.png,452,129,503,184,face_with_mask
4950,4682.png,538,137,585,183,face_with_mask
4969,4682.png,262,184,291,214,face_with_mask
4970,4682.png,147,183,183,215,face_with_mask
4971,4682.png,613,135,647,181,face_with_mask
4978,4802.png,171,10,576,553,face_with_mask
4981,5180.jpg,372,0,516,165,face_with_mask
4982,5180.jpg,585,1,749,208,face_with_mask
4985,5180.jpg,111,90,217,215,face_with_mask
4993,4219.png,127,126,178,197,face_with_mask
4994,4219.png,208,129,261,193,face_with_mask
4995,4219.png,333,79,384,158,face_with_mask
4996,4219.png,474,115,532,202,face_with_mask
4997,4219.png,568,152,644,233,face_with_mask
5005,4219.png,127,126,183,196,face_with_mask
5007,4219.png,207,120,262,191,face_with_mask
5009,4219.png,333,80,388,162,face_with_mask
5011,4219.png,473,118,534,200,face_with_mask
5013,4219.png,567,152,646,235,face_with_mask
5014,2091.jpg,621,79,755,240,face_with_mask
5019,2052.jpg,332,188,401,275,face_with_mask
5022,2052.jpg,477,191,539,277,face_with_mask
5023,2052.jpg,627,190,699,277,face_with_mask
5024,2052.jpg,709,226,738,281,face_with_mask
5032,4626.png,114,27,236,168,face_with_mask
5034,4548.png,20,12,108,127,face_with_mask
5035,4548.png,218,39,292,128,face_with_mask
5036,4548.png,447,4,527,123,face_with_mask
5043,4246.png,315,125,397,232,face_with_mask
5044,4246.png,266,194,326,272,face_with_mask
5045,4246.png,208,204,264,274,face_with_mask
5046,4246.png,72,126,135,208,face_with_mask
5047,4246.png,1,105,65,207,face_with_mask
5060,3842.png,97,172,382,574,face_with_mask
5062,4987.png,151,22,498,437,face_with_mask
5065,4291.png,162,161,384,442,face_with_mask
5067,5425.jpg,110,65,610,765,face_with_mask
5071,3753.png,394,45,611,372,face_with_mask
5073,4317.png,65,10,350,317,face_with_mask
5075,5231.jpg,398,170,573,388,face_with_mask
5077,3688.png,371,32,536,227,face_with_mask
5078,3688.png,759,1,923,177,face_with_mask
5079,3688.png,967,1,1149,171,face_with_mask
5080,3688.png,51,4,212,141,face_with_mask
5086,3384.png,379,0,696,286,face_with_mask
5087,3384.png,3,152,360,590,face_with_mask
5091,2191.png,263,129,525,464,face_with_mask
5099,4027.png,296,270,368,354,face_with_mask
5101,5215.jpg,310,4,448,174,face_with_mask
5103,3476.png,3,281,260,666,face_with_mask
5111,2066.jpg,1050,208,1492,739,face_with_mask
5112,2066.jpg,660,408,1041,932,face_with_mask
5115,5089.jpg,385,0,492,155,face_with_mask
5117,2294.png,136,69,191,157,face_with_mask
5118,2294.png,383,87,444,162,face_with_mask
5121,2294.png,99,34,148,115,face_with_mask
5122,2294.png,258,94,298,135,face_with_mask
5127,3784.png,89,252,327,497,face_with_mask
5130,1939.jpg,1466,287,1662,503,face_with_mask
5131,1939.jpg,1071,266,1254,505,face_with_mask
5132,1939.jpg,393,385,602,622,face_with_mask
5133,1939.jpg,683,227,819,383,face_with_mask
5134,1939.jpg,407,152,565,321,face_with_mask
5145,1939.jpg,908,131,1058,299,face_with_mask
5148,3661.png,116,57,441,473,face_with_mask
5151,3636.png,312,317,359,380,face_with_mask
5160,2627.png,449,207,522,295,face_with_mask
5164,4999.jpg,895,186,1077,431,face_with_mask
5165,4999.jpg,547,158,716,351,face_with_mask
5172,2912.png,22,7,563,423,face_with_mask
5177,2245.png,36,8,276,326,face_with_mask
5185,4725.png,421,64,517,162,face_with_mask
5187,4042.png,115,38,501,487,face_with_mask
5189,2733.png,228,157,281,223,face_with_mask
5192,5132.jpg,848,268,1016,494,face_with_mask
5196,3897.png,144,5,235,128,face_with_mask
5198,2526.png,199,5,460,346,face_with_mask
5201,2717.png,154,45,279,210,face_with_mask
5205,3205.png,97,146,460,671,face_with_mask
5209,5053.jpg,594,250,748,497,face_with_mask
5211,3197.png,285,432,325,485,face_with_mask
5222,6411.png,152,267,437,621,face_with_mask
5224,5114.jpeg,375,59,496,246,face_with_mask
5227,5386.jpg,564,418,1380,1177,face_with_mask
5234,4664.png,226,150,285,215,face_with_mask
5235,4664.png,281,184,324,237,face_with_mask
5241,3401.png,195,6,681,499,face_with_mask
5243,2337.png,51,7,743,661,face_with_mask
5245,3996.png,218,40,557,463,face_with_mask
5247,4584.png,269,3,522,316,face_with_mask
5250,5480.jpg,572,6,831,504,face_with_mask
5256,5581.jpg,441,6,719,361,face_with_mask
5262,4025.png,257,20,307,83,face_with_mask
5263,4025.png,186,82,218,126,face_with_mask
5266,2022.jpg,264,24,888,803,face_with_mask
5275,3608.png,72,5,176,112,face_with_mask
5276,3608.png,240,20,338,145,face_with_mask
5277,3608.png,407,28,517,154,face_with_mask
5278,3608.png,590,18,693,149,face_with_mask
5292,5714.jpg,827,285,2133,1959,face_with_mask
5293,4864.png,261,75,307,138,face_with_mask
5294,4864.png,639,60,684,125,face_with_mask
5301,2375.png,281,71,592,529,face_with_mask
5308,2102.jpg,134,3,496,451,face_with_mask
5309,2102.jpg,658,18,1029,459,face_with_mask
5312,2262.png,234,7,321,103,face_with_mask
5314,3694.png,116,286,429,677,face_with_mask
5316,4609.png,93,70,242,278,face_with_mask
5317,4609.png,243,178,436,458,face_with_mask
5320,2538.png,92,2,413,374,face_with_mask
5325,3348.png,278,188,362,278,face_with_mask
5327,4982.png,213,86,363,290,face_with_mask
5330,4647.png,315,270,373,335,face_with_mask
5332,2870.png,312,161,402,279,face_with_mask
5333,2870.png,10,146,99,257,face_with_mask
5334,2870.png,628,160,692,277,face_with_mask
5338,5094.jpg,381,80,502,211,face_with_mask
5341,2718.png,424,97,504,184,face_with_mask
5343,2917.png,234,8,638,531,face_with_mask
5348,4426.png,364,33,649,317,face_with_mask
5350,3966.png,239,149,321,252,face_with_mask
5360,3413.png,381,28,533,238,face_with_mask
5364,3413.png,0,197,48,273,face_with_mask
5365,3413.png,623,218,648,291,face_with_mask
5366,2386.png,214,43,503,412,face_with_mask
5369,3513.png,390,0,513,101,face_with_mask
5372,3513.png,164,240,247,326,face_with_mask
5373,3513.png,735,132,839,246,face_with_mask
5377,1978.jpg,221,256,450,535,face_with_mask
5380,1978.jpg,0,6,327,352,face_with_mask
5381,1978.jpg,709,36,871,235,face_with_mask
5387,1978.jpg,636,67,716,221,face_with_mask
5388,1978.jpg,470,32,553,138,face_with_mask
5389,1978.jpg,344,125,427,244,face_with_mask
5394,4274.png,320,178,402,294,face_with_mask
5403,5218.jpg,294,72,435,266,face_with_mask
5415,4132.png,419,175,474,244,face_with_mask
5417,4421.png,28,7,489,592,face_with_mask
5421,3214.png,41,193,115,293,face_with_mask
5422,3214.png,150,256,213,348,face_with_mask
5423,3214.png,281,199,350,302,face_with_mask
5424,3214.png,433,267,509,362,face_with_mask
5425,3214.png,562,220,645,314,face_with_mask
5435,3227.png,202,0,348,169,face_with_mask
5446,4948.png,281,20,365,160,face_with_mask
5448,3890.png,79,1,638,576,face_with_mask
5450,2882.png,461,137,540,250,face_with_mask
5453,4012.png,276,154,359,263,face_with_mask
5463,4550.png,248,41,370,165,face_with_mask
5464,4550.png,443,174,517,254,face_with_mask
5465,4550.png,705,129,789,231,face_with_mask
5473,4550.png,113,223,137,260,face_with_mask
5478,6402.png,593,191,1240,765,face_with_mask
5486,1946.jpg,208,66,294,166,face_with_mask
5491,1946.jpg,209,13,318,150,face_with_mask
5494,5624.jpg,734,427,2467,1984,face_with_mask
5496,3717.png,93,3,455,410,face_with_mask
5498,2166.png,256,123,419,315,face_with_mask
5516,1984.jpg,835,93,989,270,face_with_mask
5519,1984.jpg,10,2,288,267,face_with_mask
5528,1919.jpg,111,279,424,648,face_with_mask
5530,3013.png,148,31,256,158,face_with_mask
5533,3391.png,266,49,524,335,face_with_mask
5538,4224.png,41,103,520,554,face_with_mask
5539,4224.png,39,102,515,554,face_with_mask
5540,3132.png,206,112,267,185,face_with_mask
5542,3715.png,14,1,619,379,face_with_mask
5545,2783.png,248,7,418,204,face_with_mask
5548,1989.jpg,461,184,585,325,face_with_mask
5555,3954.png,125,78,204,169,face_with_mask
5558,4645.png,1,17,55,110,face_with_mask
5559,4645.png,106,13,164,102,face_with_mask
5560,4645.png,223,46,282,128,face_with_mask
5567,4556.png,332,169,400,248,face_with_mask
5568,4556.png,408,167,468,238,face_with_mask
5569,4556.png,535,173,602,258,face_with_mask
5576,4556.png,547,62,609,128,face_with_mask
5579,5452.jpg,732,90,1269,842,face_with_mask
5584,4499.png,480,107,522,162,face_with_mask
5585,4499.png,374,92,415,143,face_with_mask
5586,4499.png,118,99,164,169,face_with_mask
5594,3773.png,167,135,297,295,face_with_mask
5596,3058.png,2,5,524,521,face_with_mask
5600,5550.jpg,733,282,1854,1406,face_with_mask
5601,1833.jpg,339,160,447,277,face_with_mask
5602,1833.jpg,4,0,88,121,face_with_mask
5620,2420.png,301,175,373,235,face_with_mask
5624,2472.png,100,54,370,471,face_with_mask
5631,3411.png,408,63,673,409,face_with_mask
5632,3411.png,2,337,239,593,face_with_mask
5638,3582.png,199,5,263,87,face_with_mask
5639,3582.png,82,1,156,93,face_with_mask
5644,5141.jpg,275,13,482,242,face_with_mask
5645,5141.jpg,572,109,784,337,face_with_mask
5653,4904.png,489,97,666,337,face_with_mask
5661,3452.png,260,88,620,506,face_with_mask
5664,4965.png,130,217,243,318,face_with_mask
5665,4965.png,502,20,583,142,face_with_mask
5668,2501.png,118,56,198,140,face_with_mask
5674,2750.png,457,212,489,253,face_with_mask
5677,2836.png,139,41,473,450,face_with_mask
5679,4534.png,278,3,362,88,face_with_mask
5682,2107.jpg,1308,575,1430,715,face_with_mask
5694,4770.png,173,184,234,266,face_with_mask
5695,4770.png,318,146,371,210,face_with_mask
5707,3927.png,108,202,478,766,face_with_mask
5712,2838.png,13,2,409,384,face_with_mask
5715,3893.png,376,117,441,204,face_with_mask
5719,3893.png,620,32,635,51,face_with_mask
5720,3893.png,658,40,671,52,face_with_mask
5724,3676.png,60,1,431,367,face_with_mask
5726,4778.png,663,170,715,232,face_with_mask
5727,4778.png,471,174,523,239,face_with_mask
5728,4778.png,418,179,463,235,face_with_mask
5729,4778.png,302,160,360,236,face_with_mask
5730,4778.png,204,177,241,223,face_with_mask
5731,4778.png,156,170,200,232,face_with_mask
5740,4778.png,262,178,297,218,face_with_mask
5741,4778.png,1,211,33,262,face_with_mask
5744,5325.jpg,153,63,509,507,face_with_mask
5746,2793.png,124,12,504,504,face_with_mask
5750,1897.jpg,645,3,1002,346,face_with_mask
5753,2503.png,68,4,439,416,face_with_mask
5754,2503.png,522,199,585,269,face_with_mask
5767,4428.png,367,32,552,290,face_with_mask
5770,4811.png,672,435,727,513,face_with_mask
5771,4811.png,455,357,522,447,face_with_mask
5779,4351.png,250,10,578,509,face_with_mask
5788,2867.png,167,5,228,81,face_with_mask
5792,3498.png,90,57,396,456,face_with_mask
5794,3206.png,88,5,696,622,face_with_mask
5796,4735.png,140,28,346,325,face_with_mask
5798,4813.png,172,50,359,273,face_with_mask
5799,4813.png,415,158,595,352,face_with_mask
5800,4813.png,740,172,944,400,face_with_mask
5805,2371.png,606,335,679,410,face_with_mask
5806,2371.png,238,364,303,431,face_with_mask
5810,2371.png,432,382,473,435,face_with_mask
5813,2490.png,84,155,382,576,face_with_mask
5818,3760.png,255,1,649,477,face_with_mask
5820,2975.png,103,15,599,618,face_with_mask
5823,2288.png,257,70,368,209,face_with_mask
5827,5069.jpg,229,0,497,315,face_with_mask
5831,4588.png,295,28,431,218,face_with_mask
5832,4588.png,641,88,770,261,face_with_mask
5839,4269.png,133,8,565,603,face_with_mask
5841,4862.png,239,27,394,236,face_with_mask
5852,2172.png,157,1,592,505,face_with_mask
5854,3322.png,189,6,504,434,face_with_mask
5856,2905.png,104,46,444,583,face_with_mask
5860,4314.png,447,25,606,259,face_with_mask
5867,1804.jpg,112,113,262,307,face_with_mask
5872,2297.png,383,52,582,306,face_with_mask
5876,5175.jpg,842,263,1038,533,face_with_mask
5881,5169.jpg,31,1,73,46,face_with_mask
5882,5169.jpg,195,26,229,74,face_with_mask
5883,5169.jpg,239,31,277,73,face_with_mask
5889,3983.png,159,41,229,132,face_with_mask
5893,3983.png,326,118,353,148,face_with_mask
5894,3983.png,549,131,580,161,face_with_mask
5896,3552.png,304,2,567,338,face_with_mask
5898,3395.png,150,62,482,516,face_with_mask
5900,3275.png,197,73,431,385,face_with_mask
5909,2276.png,439,158,485,232,face_with_mask
5915,5635.jpg,268,60,417,265,face_with_mask
5918,4736.png,686,135,781,241,face_with_mask
5919,4736.png,124,124,207,217,face_with_mask
5920,4736.png,9,31,58,103,face_with_mask
5926,2474.png,147,171,446,513,face_with_mask
5930,2187.png,349,15,588,332,face_with_mask
5933,3185.png,451,109,512,184,face_with_mask
5939,3185.png,178,188,206,224,face_with_mask
5942,5237.jpg,853,233,1005,443,face_with_mask
5949,2070.jpg,306,180,610,561,face_with_mask
5952,4771.png,285,228,355,312,face_with_mask
5955,4941.png,278,170,367,259,face_with_mask
5958,2585.png,191,28,281,151,face_with_mask
5961,3241.png,51,37,231,286,face_with_mask
5962,3241.png,250,28,410,264,face_with_mask
5968,3364.png,384,198,479,294,face_with_mask
5970,4490.png,122,5,636,608,face_with_mask
5972,4129.png,137,60,216,159,face_with_mask
5977,4129.png,33,97,105,177,face_with_mask
5978,4129.png,207,117,266,185,face_with_mask
5982,3902.png,625,5,834,230,face_with_mask
5988,3902.png,485,164,599,285,face_with_mask
5990,3130.png,127,9,305,195,face_with_mask
5992,2339.png,197,31,527,518,face_with_mask
5999,3813.png,278,190,355,302,face_with_mask
6001,4202.png,284,342,377,452,face_with_mask
6004,2298.png,257,107,394,271,face_with_mask
6005,2298.png,578,49,647,178,face_with_mask
6006,2298.png,466,133,552,233,face_with_mask
6010,2298.png,0,209,67,315,face_with_mask
6013,2476.png,220,34,435,317,face_with_mask
6015,2258.png,290,220,338,289,face_with_mask
6017,2258.png,182,254,213,296,face_with_mask
6020,3967.png,143,27,291,216,face_with_mask
6023,4282.png,178,55,419,404,face_with_mask
6035,2779.png,380,164,456,255,face_with_mask
6039,3956.png,252,0,526,389,face_with_mask
6045,4171.png,197,81,265,166,face_with_mask
6046,4171.png,341,62,413,151,face_with_mask
6047,4171.png,41,67,157,187,face_with_mask
6060,4800.png,228,7,511,353,face_with_mask
6062,2509.png,1,3,436,617,face_with_mask
6068,4316.png,100,9,605,538,face_with_mask
6070,1913.jpg,845,142,1395,872,face_with_mask
6077,2927.png,106,243,140,291,face_with_mask
6082,1889.jpg,1091,392,2124,1754,face_with_mask
6084,4785.png,95,9,406,409,face_with_mask
6094,3065.png,224,30,372,177,face_with_mask
6096,3285.png,134,16,497,499,face_with_mask
6099,3474.png,341,187,393,252,face_with_mask
6100,3474.png,115,231,168,292,face_with_mask
6105,2809.png,199,198,411,429,face_with_mask
6107,2021.jpg,459,36,662,293,face_with_mask
6110,2281.png,268,6,327,84,face_with_mask
6120,2338.png,234,2,463,313,face_with_mask
6127,3441.png,197,6,328,133,face_with_mask
6129,4233.png,827,70,1113,408,face_with_mask
6130,4233.png,21,26,344,390,face_with_mask
6135,4161.png,181,19,384,323,face_with_mask
6138,4207.png,245,71,318,178,face_with_mask
6139,4207.png,83,21,166,144,face_with_mask
6140,4207.png,392,108,461,198,face_with_mask
6141,4207.png,290,43,342,118,face_with_mask
6142,4207.png,167,19,238,115,face_with_mask
6154,4318.png,203,6,500,374,face_with_mask
6157,3594.png,404,14,485,120,face_with_mask
6158,3594.png,138,89,206,184,face_with_mask
6159,3594.png,738,53,768,154,face_with_mask
6165,2884.png,192,53,358,296,face_with_mask
6171,4328.png,342,57,508,281,face_with_mask
6174,3731.png,116,80,219,202,face_with_mask
6178,2286.png,308,130,390,244,face_with_mask
6179,2286.png,543,40,644,183,face_with_mask
6180,2286.png,678,161,737,225,face_with_mask
6181,2286.png,384,115,435,186,face_with_mask
6182,2286.png,436,156,494,250,face_with_mask
6194,1805.jpg,728,180,853,336,face_with_mask
6197,4367.png,225,7,685,481,face_with_mask
6202,4239.png,305,15,711,646,face_with_mask
6205,4849.png,246,58,308,139,face_with_mask
6207,5413.jpg,138,4,597,607,face_with_mask
6211,4481.png,393,111,469,216,face_with_mask
6212,4481.png,72,120,148,226,face_with_mask
6222,4401.png,223,111,314,209,face_with_mask
6223,3030.png,103,24,241,175,face_with_mask
6224,3030.png,388,106,461,211,face_with_mask
6225,3030.png,464,101,565,235,face_with_mask
6235,3747.png,197,4,519,402,face_with_mask
6236,3747.png,88,282,350,640,face_with_mask
6239,2797.png,89,5,159,88,face_with_mask
6240,2797.png,308,53,358,121,face_with_mask
6246,4501.png,401,59,599,332,face_with_mask
6260,5170.jpg,295,102,465,335,face_with_mask
6263,5666.jpg,162,26,273,163,face_with_mask
6265,5666.jpg,420,5,531,89,face_with_mask
6268,3953.png,451,174,497,239,face_with_mask
6269,3953.png,346,191,389,254,face_with_mask
6275,3953.png,210,181,251,227,face_with_mask
6278,2661.png,15,0,380,400,face_with_mask
6281,4235.png,80,29,428,546,face_with_mask
6285,3459.png,647,2,866,298,face_with_mask
6289,3459.png,25,1,233,243,face_with_mask
6292,4029.png,132,45,488,551,face_with_mask
6294,3790.png,495,120,559,203,face_with_mask
6295,3790.png,332,161,405,235,face_with_mask
6296,3790.png,185,122,251,199,face_with_mask
6308,4945.png,373,38,461,137,face_with_mask
6310,3698.png,330,118,451,255,face_with_mask
6311,3698.png,9,2,167,190,face_with_mask
6312,3698.png,599,143,680,243,face_with_mask
6318,3698.png,473,113,552,217,face_with_mask
6321,3794.png,225,0,569,475,face_with_mask
6323,3151.png,72,99,449,619,face_with_mask
6328,4812.png,362,61,449,168,face_with_mask
6338,4324.png,385,151,462,269,face_with_mask
6340,4422.png,354,43,624,399,face_with_mask
6342,2108.jpg,467,298,681,586,face_with_mask
6346,2765.png,169,77,496,437,face_with_mask
6347,2765.png,941,3,1071,182,face_with_mask
6352,3536.png,193,3,468,329,face_with_mask
6363,2946.png,14,76,78,162,face_with_mask
6364,2946.png,162,73,238,169,face_with_mask
6365,2946.png,281,6,362,125,face_with_mask
6366,2946.png,460,93,523,187,face_with_mask
6377,5201.jpg,3574,991,4021,1529,face_with_mask
6380,2413.png,113,3,562,493,face_with_mask
6389,2701.png,128,0,579,579,face_with_mask
6391,4766.png,341,307,391,372,face_with_mask
6392,4766.png,578,386,621,466,face_with_mask
6393,4766.png,592,0,714,90,face_with_mask
6399,4766.png,50,306,104,372,face_with_mask
6400,4766.png,0,427,21,493,face_with_mask
6404,2691.png,375,182,422,243,face_with_mask
6406,4543.png,50,0,399,613,face_with_mask
6412,3507.png,192,54,606,587,face_with_mask
6414,4711.png,294,49,460,239,face_with_mask
6415,4711.png,719,64,852,212,face_with_mask
6421,4194.png,531,30,629,173,face_with_mask
6427,2341.png,134,5,305,181,face_with_mask
6430,4037.png,3,2,405,443,face_with_mask
6438,3771.png,73,0,326,317,face_with_mask
6440,3642.png,571,134,740,345,face_with_mask
6441,3642.png,282,170,436,374,face_with_mask
6442,3642.png,69,191,275,455,face_with_mask
6447,3642.png,970,71,1129,369,face_with_mask
6448,3642.png,58,125,146,232,face_with_mask
6452,3716.png,264,34,682,557,face_with_mask
6459,4709.png,274,51,350,175,face_with_mask
6460,4709.png,336,26,481,215,face_with_mask
6461,4709.png,617,136,713,270,face_with_mask
6471,3135.png,319,4,744,616,face_with_mask
6473,2824.png,41,62,125,187,face_with_mask
6474,2824.png,405,65,462,137,face_with_mask
6475,2824.png,579,13,686,164,face_with_mask
6483,5492.jpg,474,181,888,610,face_with_mask
6490,3075.png,55,86,193,195,face_with_mask
6492,4302.png,131,132,199,224,face_with_mask
6497,2647.png,51,8,396,426,face_with_mask
6498,2647.png,378,45,690,495,face_with_mask
6505,2525.png,175,42,524,485,face_with_mask
6508,2085.jpg,578,98,1006,582,face_with_mask
6510,4625.png,459,85,509,144,face_with_mask
6511,4625.png,283,89,343,154,face_with_mask
6512,4625.png,641,97,692,160,face_with_mask
6522,3824.png,368,177,496,367,face_with_mask
6523,3824.png,203,106,363,359,face_with_mask
6535,3944.png,305,84,396,190,face_with_mask
6538,4345.png,357,14,974,694,face_with_mask
6540,3709.png,453,243,629,439,face_with_mask
6544,3339.png,156,3,484,505,face_with_mask
6546,5139.jpeg,222,97,409,348,face_with_mask
6547,5139.jpeg,522,194,788,537,face_with_mask
6548,5139.jpeg,864,3,1034,209,face_with_mask
6554,5139.jpeg,110,8,228,152,face_with_mask
6557,2385.png,139,104,393,506,face_with_mask
6559,2265.png,144,6,604,599,face_with_mask
6563,2090.jpg,327,60,480,236,face_with_mask
6570,2271.png,120,7,433,321,face_with_mask
6572,3585.png,288,35,393,159,face_with_mask
6574,4541.png,89,10,495,496,face_with_mask
6576,1914.jpg,601,322,780,582,face_with_mask
6577,1914.jpg,62,201,158,325,face_with_mask
6578,1914.jpg,416,193,486,284,face_with_mask
6579,1914.jpg,34,37,110,143,face_with_mask
6582,1914.jpg,299,177,380,255,face_with_mask
6588,1914.jpg,186,22,255,96,face_with_mask
6592,1914.jpg,129,312,235,422,face_with_mask
6595,1914.jpg,231,322,368,502,face_with_mask
6597,1914.jpg,556,31,617,100,face_with_mask
6599,1914.jpg,636,38,687,99,face_with_mask
6603,1914.jpg,144,133,187,193,face_with_mask
6604,1914.jpg,309,0,373,61,face_with_mask
6605,1914.jpg,447,132,497,189,face_with_mask
